,question_id,occurrences
1532,q6234,14118
1533,q2391,14117
1534,q5265,14113
1535,q5451,14094
1536,q503,14092
1537,q309,14087
1538,q6640,14085
1539,q6639,14084
1540,q3819,14079
1541,q6638,14076
1542,q6637,14075
1543,q1354,14072
1544,q1984,14062
1545,q4034,14060
1546,q5651,14057
1548,q1985,14056
1547,q1237,14056
1549,q1983,14050
1550,q5228,14049
1551,q5662,14036
1552,q327,14030
1553,q1166,14023
1554,q420,14021
1555,q6323,14016
1556,q5389,14013
1557,q6441,14010
1558,q721,14006
1559,q1256,13996
1560,q959,13986
1561,q1201,13970
1562,q5059,13966
1563,q1339,13958
1564,q402,13953
1565,q60,13950
1566,q3398,13939
1567,q3396,13937
1568,q3397,13935
1569,q685,13913
1570,q1149,13902
1571,q1267,13892
1572,q10027,13890
1573,q4842,13865
1574,q1379,13846
1575,q6319,13844
1576,q276,13813
1577,q5050,13808
1578,q5776,13800
1579,q5415,13794
1580,q592,13792
1581,q906,13788
1582,q755,13787
1583,q1330,13782
1584,q10647,13782
1585,q10649,13781
1586,q6908,13779
1587,q10646,13778
1588,q3806,13777
1589,q6906,13776
1590,q6907,13775
1591,q6905,13774
1592,q10648,13771
1593,q5324,13752
1594,q478,13751
1595,q6527,13748
1596,q1192,13745
1597,q6510,13744
1598,q235,13742
1599,q201,13724
1600,q919,13709
1601,q9598,13701
1602,q351,13694
1603,q1399,13693
1604,q6048,13689
1606,q8174,13681
1605,q760,13681
1607,q1238,13675
1608,q1015,13654
1609,q462,13649
1610,q132,13645
1611,q4103,13639
1612,q1303,13639
1613,q4167,13636
1614,q6131,13636
1615,q1762,13629
1616,q1763,13628
1617,q5732,13625
1618,q361,13623
1619,q4631,13621
1620,q1761,13619
1621,q279,13606
1622,q1254,13599
1623,q3784,13585
1624,q127,13577
1625,q1173,13577
1626,q5777,13567
1627,q819,13561
1628,q3929,13543
1629,q501,13543
1630,q494,13538
1631,q4446,13535
1632,q1108,13526
1633,q5680,13524
1634,q3289,13519
1636,q7608,13518
1635,q3290,13518
1637,q7610,13517
1638,q7609,13516
1639,q3288,13515
1640,q7612,13515
1641,q7611,13514
1642,q1102,13510
1643,q355,13499
1644,q6443,13478
1645,q4537,13475
1646,q4845,13471
1647,q833,13470
1648,q6458,13468
1649,q4598,13462
1650,q1056,13456
1651,q752,13436
1652,q1248,13435
1653,q1296,13431
1654,q871,13425
1656,q6802,13423
1655,q3115,13423
1657,q6801,13420
1658,q3116,13420
1659,q3114,13420
1660,q6804,13418
1661,q6803,13417
1662,q4070,13415
1663,q238,13402
1664,q10026,13382
1665,q339,13366
1666,q686,13354
1667,q5349,13348
1668,q816,13343
1669,q104,13333
1670,q70,13319
1671,q250,13314
1672,q220,13312
1673,q1588,13306
1674,q1589,13297
1675,q1587,13296
1676,q5294,13292
1677,q6491,13282
1678,q1012,13276
1679,q90,13272
1680,q609,13263
1681,q175,13253
1682,q270,13243
1683,q689,13239
1684,q980,13225
1685,q1161,13209
1687,q6920,13200
1686,q874,13200
1688,q6919,13197
1689,q6917,13194
1690,q6918,13193
1691,q644,13193
1692,q1045,13191
1693,q9400,13189
1694,q6855,13176
1695,q6856,13175
1696,q6854,13174
1697,q5484,13170
1699,q1329,13168
1698,q6853,13168
1700,q657,13167
1701,q4630,13164
1702,q1063,13164
1703,q5769,13164
1704,q5444,13160
1705,q7510,13153
1708,q7513,13147
1706,q7514,13147
1707,q7512,13147
1709,q7511,13146
1710,q5082,13141
1711,q5638,13135
1712,q8841,13132
1713,q1142,13126
1714,q897,13125
1715,q273,13110
1716,q1211,13107
1717,q920,13101
1718,q484,13099
1719,q7194,13095
1720,q7193,13095
1721,q7195,13094
1722,q7196,13093
1723,q7192,13093
1724,q6210,13088
1725,q8668,13087
1726,q663,13083
1727,q618,13082
1728,q4024,13081
1729,q5673,13080
1730,q616,13079
1731,q457,13074
1732,q3826,13072
1733,q5607,13065
1734,q5319,13058
1735,q3803,13054
1736,q4325,13042
1737,q645,13041
1738,q391,13032
1739,q7050,13031
1740,q7052,13030
1741,q7051,13030
1742,q7053,13029
1743,q7049,13029
1744,q708,13026
1746,q1678,13018
1745,q1677,13018
1747,q1679,13011
1748,q5373,13007
1749,q546,13005
1750,q6676,13005
1751,q6675,13004
1752,q2306,13001
1753,q6790,12999
1754,q2305,12999
1755,q9625,12998
1756,q2304,12997
1757,q6674,12995
1758,q6673,12995
1759,q6791,12992
1760,q6707,12992
1761,q6705,12992
1762,q6708,12988
1763,q1619,12988
1764,q6792,12988
1766,q3960,12987
1765,q1617,12987
1767,q6789,12986
1768,q6706,12984
1769,q1241,12982
1770,q5402,12982
1771,q1618,12977
1772,q1364,12972
1773,q552,12971
1774,q4127,12967
1775,q6847,12962
1776,q1351,12961
1777,q6848,12960
1778,q5625,12959
1779,q6846,12959
1780,q6845,12958
1781,q6423,12952
1782,q585,12951
1783,q1616,12949
1784,q1615,12941
1785,q5019,12938
1786,q806,12937
1787,q1614,12934
1788,q5104,12933
1789,q5575,12933
1790,q6256,12931
1791,q1170,12930
1792,q622,12926
1793,q203,12918
1794,q3801,12911
1795,q1755,12909
1796,q1757,12907
1797,q5676,12905
1798,q1756,12900
1799,q9621,12875
1800,q8695,12865
1801,q1375,12855
1802,q1312,12855
1803,q6026,12842
1804,q947,12841
1805,q5657,12833
1806,q650,12824
1807,q577,12811
1808,q5917,12808
1809,q139,12800
1810,q4133,12798
1811,q4838,12797
1812,q5110,12796
1813,q4919,12794
1814,q1105,12792
1815,q4248,12777
1816,q5490,12760
1817,q2763,12748
1818,q2764,12746
1819,q6875,12745
1820,q2765,12744
1821,q6876,12744
1822,q6874,12741
1823,q6873,12741
1824,q809,12733
1825,q8156,12731
1826,q1096,12727
1827,q691,12705
1828,q826,12705
1829,q8070,12700
1830,q5097,12690
1831,q605,12690
1832,q1125,12684
1833,q5108,12679
1834,q1369,12676
1835,q2702,12675
1836,q2701,12672
1837,q2700,12667
1838,q3793,12640
1839,q3791,12639
1840,q1057,12638
1841,q1273,12635
1842,q8126,12627
1843,q4827,12620
1844,q6017,12619
1845,q226,12599
1846,q1130,12594
1847,q3944,12591
1848,q303,12591
1849,q8056,12584
1850,q4847,12584
1851,q4366,12579
1852,q4039,12561
1853,q876,12557
1854,q992,12553
1855,q329,12550
1856,q1337,12549
1857,q635,12530
1858,q648,12522
1859,q79,12519
1860,q477,12519
1861,q4828,12514
1862,q8700,12505
1863,q375,12491
1864,q9801,12479
1866,q9414,12476
1865,q1342,12476
1867,q1235,12467
1868,q1305,12467
1869,q6807,12454
1870,q6806,12454
1871,q6784,12452
1872,q1392,12452
1873,q6805,12452
1874,q6808,12449
1875,q4238,12444
1876,q6783,12443
1877,q5455,12440
1878,q836,12439
1879,q6782,12433
1880,q1007,12433
1881,q281,12431
1882,q862,12430
1883,q61,12428
1884,q4522,12424
1885,q6781,12409
1886,q5789,12407
1887,q8078,12404
1888,q4512,12403
1889,q2269,12399
1890,q2268,12393
1891,q2270,12392
1892,q6052,12383
1893,q820,12376
1894,q1350,12371
1895,q4904,12365
1896,q815,12356
1897,q6262,12354
1898,q1288,12347
1899,q1609,12346
1900,q1610,12343
1901,q1608,12339
1902,q5658,12339
1903,q4353,12337
1904,q1243,12328
1905,q4028,12326
1906,q4852,12316
1907,q287,12311
1908,q915,12309
1909,q1366,12297
1910,q410,12296
1911,q1263,12296
1912,q6560,12286
1913,q9577,12284
1914,q6559,12281
1916,q6558,12279
1915,q306,12279
1917,q6557,12277
1918,q8080,12274
1919,q6141,12270
1920,q495,12265
1921,q461,12240
1922,q4189,12230
1923,q3714,12222
1924,q1033,12215
1925,q32,12214
1926,q1338,12205
1927,q6022,12204
1928,q580,12199
1929,q10022,12198
1930,q772,12194
1931,q6747,12192
1932,q8683,12188
1933,q4190,12188
1934,q4036,12182
1935,q4239,12164
1937,q5428,12163
1936,q4878,12163
1938,q1349,12162
1939,q9607,12154
1940,q4791,12144
1941,q5547,12143
1942,q925,12142
1943,q1189,12140
1944,q5647,12140
1945,q5198,12137
1946,q1153,12136
1947,q5854,12133
1948,q6320,12127
1949,q212,12122
1950,q362,12119
1951,q6119,12118
1952,q942,12108
1953,q4894,12106
1954,q679,12100
1955,q799,12092
1956,q742,12085
1957,q419,12080
1958,q1062,12070
1959,q895,12065
1960,q3974,12058
1961,q5136,12050
1962,q6028,12046
1963,q162,12045
1964,q5064,12035
1965,q6689,12031
1966,q673,12027
1967,q6691,12026
1968,q6692,12025
1969,q909,12025
1970,q6058,12022
1971,q8049,12021
1972,q6690,12014
1973,q6511,12004
1974,q8168,12000
1975,q5454,11997
1976,q4360,11997
1977,q6064,11996
1978,q2131,11981
1979,q2132,11980
1980,q299,11977
1981,q2130,11977
1982,q1871,11977
1983,q1870,11974
1984,q537,11971
1985,q1869,11968
1986,q5900,11959
1987,q847,11956
1988,q5496,11953
1989,q5069,11952
1990,q736,11950
1991,q8082,11941
1992,q87,11940
1993,q431,11938
1994,q4802,11936
1995,q298,11928
1996,q5660,11924
1997,q1737,11922
1999,q1739,11921
1998,q321,11921
2000,q1738,11920
2001,q858,11919
2002,q6021,11917
2003,q6120,11916
2004,q1788,11914
2005,q1790,11913
2006,q1789,11909
2007,q6533,11905
2008,q5671,11904
2009,q5074,11897
2010,q1009,11887
2011,q738,11883
2012,q125,11881
2013,q888,11880
2014,q1066,11875
2015,q9900,11867
2017,q2609,11864
2016,q8134,11864
2018,q4035,11863
2019,q2607,11863
2020,q2608,11863
2021,q5486,11855
2022,q5508,11854
2023,q6469,11844
2024,q5553,11837
2025,q6097,11836
2027,q4438,11826
2026,q713,11826
2028,q1008,11822
2029,q1120,11817
2030,q1010,11816
2031,q6539,11814
2032,q1289,11814
2033,q2244,11813
2034,q4507,11813
2035,q705,11812
2036,q4748,11807
2037,q2654,11803
2038,q2652,11802
2039,q389,11802
2040,q2246,11801
2041,q2653,11800
2042,q1143,11799
2043,q6431,11796
2044,q4168,11795
2045,q2245,11794
2046,q5222,11793
2047,q4145,11787
2048,q1247,11783
2049,q8112,11770
2050,q3931,11764
2051,q5778,11761
2052,q112,11760
2053,q575,11760
2054,q5612,11755
2055,q6723,11748
2056,q230,11740
2057,q994,11738
2058,q6166,11730
2059,q8839,11730
2060,q414,11721
2061,q805,11717
2062,q4524,11700
2063,q5635,11698
2064,q4442,11698
2065,q5256,11697
2066,q8924,11688
2067,q6700,11686
2068,q8847,11685
2069,q2906,11683
2070,q556,11683
2071,q2904,11682
2072,q2905,11681
2073,q8830,11680
2074,q1987,11679
2076,q660,11674
2075,q5270,11674
2077,q1988,11673
2078,q770,11673
2079,q6697,11673
2080,q6699,11672
2081,q1986,11671
2082,q6698,11671
2083,q416,11670
2084,q987,11664
2085,q4525,11657
2086,q8591,11651
2087,q5346,11650
2088,q6059,11648
2089,q2792,11647
2090,q2790,11645
2091,q8063,11642
2092,q2791,11642
2093,q466,11641
2094,q1325,11640
2095,q1176,11640
2096,q5311,11634
2097,q882,11632
2098,q346,11626
2099,q328,11624
2100,q3831,11622
2101,q5507,11614
2102,q1346,11613
2103,q4114,11612
2104,q654,11606
2105,q1055,11594
2106,q1236,11591
2107,q4621,11588
2108,q5611,11581
2109,q908,11580
2110,q943,11576
2111,q8071,11573
2112,q4125,11572
2113,q6126,11566
2114,q4746,11564
2115,q149,11554
2116,q1389,11553
2117,q1061,11551
2118,q1026,11549
2119,q842,11546
2120,q3159,11544
2121,q3161,11543
2122,q411,11542
2123,q8657,11542
2124,q3160,11541
2125,q3848,11539
2126,q1359,11531
2127,q371,11525
2128,q470,11517
2129,q2621,11516
2130,q6081,11515
2131,q5719,11512
2132,q434,11509
2133,q6190,11509
2134,q1089,11506
2135,q2619,11504
2136,q2620,11502
2137,q3980,11498
2138,q5718,11498
2139,q7509,11492
2140,q7507,11490
2141,q7505,11489
2142,q7508,11489
2143,q7506,11487
2144,q1260,11485
2145,q8851,11480
2146,q610,11474
2147,q1036,11473
2148,q183,11465
2149,q10108,11460
2150,q8820,11448
2151,q1367,11446
2152,q536,11444
2153,q5226,11438
2154,q4032,11436
2155,q6066,11433
2156,q5350,11429
2157,q4069,11426
2158,q1287,11420
2159,q1031,11417
2160,q2576,11416
2161,q2575,11415
2162,q1051,11412
2163,q2574,11411
2164,q5463,11409
2165,q5249,11403
2166,q3763,11399
2167,q1308,11397
2168,q3193,11396
2169,q3194,11392
2170,q1271,11388
2171,q3192,11386
2172,q353,11382
2173,q122,11381
2174,q608,11374
2175,q5495,11360
2176,q5953,11359
2177,q544,11354
2178,q428,11351
2179,q6823,11351
2180,q6821,11351
2181,q6822,11351
2182,q6824,11351
2183,q4058,11342
2184,q5498,11341
2185,q1164,11341
2186,q459,11339
2187,q531,11331
2188,q4482,11331
2189,q4730,11325
2190,q2633,11323
2191,q1044,11320
2192,q4094,11320
2193,q378,11320
2194,q2632,11319
2195,q2631,11316
2196,q267,11310
2197,q2407,11307
2198,q2408,11304
2199,q2406,11299
2200,q1746,11297
2201,q1747,11294
2202,q4429,11293
2203,q1157,11292
2204,q4513,11291
2206,q2524,11285
2205,q1748,11285
2207,q875,11280
2208,q6564,11277
2209,q2525,11277
2210,q2523,11276
2211,q6563,11275
2212,q8081,11275
2213,q6562,11270
2214,q1005,11268
2215,q6561,11268
2216,q9799,11267
2217,q1228,11265
2218,q1214,11264
2219,q945,11262
2220,q5585,11261
2221,q6068,11250
2222,q4574,11250
2223,q7540,11248
2225,q5437,11247
2226,q7543,11247
2224,q7542,11247
2227,q7544,11243
2228,q948,11242
2229,q7541,11241
2230,q275,11238
2231,q701,11235
2232,q6758,11234
2233,q5280,11229
2234,q1229,11220
2235,q5485,11214
2236,q1188,11213
2237,q1326,11211
2238,q5912,11207
2239,q3755,11200
2240,q3701,11192
2241,q510,11183
2242,q338,11180
2243,q944,11173
2245,q9804,11172
2244,q233,11172
2246,q1174,11169
2247,q360,11166
2248,q6061,11156
2249,q246,11154
2250,q1517,11153
2251,q1516,11150
2252,q2225,11150
2253,q2224,11149
2254,q1515,11148
2255,q2223,11147
2256,q6037,11142
2257,q8549,11139
2258,q5478,11138
2259,q3005,11135
2260,q4788,11132
2261,q3003,11132
2262,q3004,11128
2263,q164,11124
2264,q6219,11121
2265,q383,11117
2266,q715,11116
2267,q5274,11115
2268,q710,11110
2269,q6900,11104
2270,q954,11102
2271,q269,11101
2272,q6898,11098
2273,q6899,11097
2274,q6897,11096
2275,q5618,11091
2276,q3808,11089
2277,q444,11087
2278,q838,11081
2279,q808,11080
2280,q1385,11076
2281,q667,11071
2282,q814,11058
2283,q9422,11057
2284,q587,11055
2285,q5624,11055
2287,q286,11053
2286,q3812,11053
2288,q637,11048
2289,q4087,11035
2290,q4275,11031
2291,q3811,11031
2292,q1634,11026
2293,q1633,11023
2294,q1632,11022
2296,q1219,11021
2295,q1301,11021
2297,q6762,11018
2298,q664,11017
2299,q6764,11015
2300,q6763,11012
2301,q4472,11011
2302,q6761,11010
2303,q8596,11009
2305,q9539,11006
2304,q1121,11006
2306,q1334,10997
2307,q266,10994
2308,q2465,10992
2309,q2464,10985
2310,q2463,10984
2311,q1040,10981
2312,q543,10979
2313,q334,10972
2315,q6043,10971
2314,q488,10971
2316,q8069,10957
2317,q5053,10955
2318,q8653,10954
2319,q4515,10948
2320,q1274,10942
2321,q4324,10933
2322,q2227,10931
2323,q791,10930
2325,q2228,10927
2324,q2226,10927
2326,q824,10923
2327,q469,10918
2328,q20,10914
2329,q879,10913
2330,q5259,10910
2331,q4430,10907
2332,q8076,10905
2333,q232,10905
2334,q1041,10902
2335,q1133,10893
2336,q1180,10890
2337,q5460,10885
2338,q1231,10868
2339,q5385,10866
2340,q9802,10864
2341,q5004,10860
2342,q4837,10846
2343,q946,10843
2346,q756,10830
2345,q4262,10830
2344,q695,10830
2347,q119,10824
2348,q5492,10819
2349,q8843,10807
2350,q6716,10800
2351,q790,10798
2352,q6714,10798
2353,q6715,10797
2354,q6713,10797
2355,q3933,10794
2356,q8701,10791
2357,q6101,10791
2358,q607,10783
2359,q5921,10783
2360,q5229,10781
2361,q694,10779
2362,q136,10771
2363,q1621,10765
2365,q1622,10764
2364,q525,10764
2366,q1620,10761
2367,q9803,10754
2368,q5441,10754
2369,q5516,10751
2370,q2363,10750
2371,q2361,10749
2372,q2362,10745
2373,q430,10744
2374,q3830,10744
2375,q6055,10740
2376,q206,10738
2377,q1148,10738
2378,q5497,10736
2379,q4684,10729
2380,q1348,10729
2381,q6258,10726
2382,q412,10724
2383,q10253,10723
2384,q3884,10721
2385,q22,10711
2386,q8850,10703
2387,q1054,10698
2388,q1019,10694
2389,q1882,10692
2390,q1883,10689
2391,q1881,10681
2392,q2627,10680
2393,q2626,10680
2394,q2625,10675
2395,q28,10673
2396,q3838,10669
2397,q8161,10666
2398,q264,10658
2399,q6217,10652
2400,q3528,10651
2401,q5236,10646
2402,q937,10645
2403,q3529,10645
2404,q3530,10643
2405,q1163,10640
2406,q1358,10634
2407,q8659,10633
2408,q54,10628
2409,q1347,10618
2410,q5075,10613
2411,q5502,10613
2412,q4846,10612
2413,q10333,10609
2414,q8175,10603
2415,q4157,10598
2416,q1232,10594
2417,q3770,10593
2418,q337,10589
2419,q892,10571
2420,q778,10565
2421,q606,10559
2422,q2917,10549
2423,q2918,10548
2424,q917,10546
2425,q1137,10546
2426,q2916,10545
2427,q866,10544
2428,q5452,10543
2429,q6044,10543
2430,q8091,10542
2431,q5448,10540
2432,q8594,10538
2433,q6111,10535
2434,q1277,10521
2435,q4540,10514
2436,q8400,10510
2437,q2213,10505
2438,q2211,10505
2439,q672,10503
2440,q2212,10501
2441,q4425,10494
2442,q4785,10478
2443,q7250,10471
2444,q8373,10469
2445,q7251,10467
2446,q3937,10467
2448,q7249,10466
2447,q7248,10466
2449,q7247,10465
2450,q8089,10463
2451,q3296,10461
2452,q3294,10459
2453,q2954,10459
2454,q3295,10458
2455,q332,10458
2458,q2953,10457
2456,q2952,10457
2457,q1179,10457
2459,q1087,10443
2460,q837,10443
2461,q8067,10440
2462,q6039,10439
2463,q3923,10435
2464,q322,10412
2465,q6552,10410
2466,q9009,10400
2467,q5285,10394
2468,q8132,10393
2469,q1124,10391
2470,q5271,10391
2471,q6138,10389
2472,q1094,10388
2473,q8669,10387
2474,q4834,10384
2476,q1196,10383
2475,q6411,10383
2477,q5960,10379
2478,q591,10371
2479,q4014,10368
2480,q8842,10368
2481,q8845,10356
2482,q8075,10354
2483,q9552,10350
2484,q4247,10345
2485,q718,10341
2486,q8145,10338
2487,q1178,10326
2488,q284,10317
2489,q141,10312
2490,q265,10309
2491,q3817,10309
2492,q5733,10307
2493,q775,10302
2494,q2355,10301
2496,q2356,10300
2495,q2357,10300
2497,q34,10290
2498,q1207,10290
2499,q1258,10288
2500,q4755,10286
2501,q4843,10286
2502,q4865,10282
2503,q5674,10281
2504,q512,10280
2505,q744,10273
2506,q5467,10271
2507,q8904,10268
2508,q8110,10260
2509,q802,10258
2510,q1884,10252
2511,q1886,10252
2512,q1885,10249
2513,q4090,10244
2514,q1294,10234
2516,q4566,10230
2515,q486,10230
2517,q714,10229
2518,q3682,10228
2519,q4876,10224
2520,q7975,10216
2521,q6010,10216
2522,q7976,10215
2523,q7974,10215
2524,q7977,10215
2526,q1927,10214
2525,q7973,10214
2527,q5281,10213
2528,q1928,10210
2529,q1926,10209
2530,q1034,10206
2531,q5509,10203
2532,q4134,10203
2533,q6797,10203
2535,q3254,10200
2534,q3253,10200
2536,q3252,10198
2537,q1376,10190
2538,q1090,10189
2539,q1200,10182
2540,q6787,10169
2541,q1154,10169
2542,q5442,10169
2543,q4067,10169
2544,q6788,10167
2546,q6454,10165
2545,q6786,10165
2547,q6785,10164
2548,q993,10163
2549,q4896,10161
2550,q1116,10158
2551,q885,10156
2552,q6182,10151
2553,q6798,10144
2554,q1265,10143
2555,q5506,10141
2556,q3759,10140
2557,q6192,10140
2558,q6800,10139
2559,q6799,10138
2560,q1204,10118
2561,q3779,10112
2562,q1259,10108
2563,q2612,10106
2564,q4344,10106
2565,q9822,10105
2566,q5079,10103
2567,q2411,10100
2568,q2410,10099
2569,q2409,10097
2570,q5225,10096
2571,q2610,10096
2572,q2611,10094
2573,q2521,10086
2574,q4352,10086
2576,q2522,10085
2575,q2520,10085
2577,q1167,10084
2578,q1038,10077
2579,q795,10076
2580,q1024,10075
2581,q4925,10075
2582,q1356,10074
2583,q5466,10072
2584,q169,10071
2585,q6050,10071
2586,q1388,10070
2587,q651,10065
2588,q1092,10051
2589,q8178,10051
2590,q734,10051
2591,q9568,10048
2592,q1206,10043
2593,q562,10042
2594,q870,10041
2596,q504,10035
2595,q449,10035
2597,q9820,10030
2598,q628,10027
2599,q262,10023
2600,q656,10019
2601,q4744,10019
2602,q9564,10016
2603,q142,10011
2604,q4823,10010
2605,q3427,10008
2606,q3426,10007
2607,q3428,10006
2608,q8846,10005
2609,q367,10000
2610,q939,10000
2611,q1282,9997
2612,q728,9992
2613,q5692,9990
2614,q476,9985
2615,q1197,9984
2616,q586,9983
2617,q928,9980
2618,q6439,9974
2619,q5340,9971
2620,q468,9952
2621,q6208,9949
2622,q1078,9948
2623,q35,9943
2624,q8840,9943
2625,q4290,9943
2626,q563,9942
2627,q6417,9941
2628,q640,9939
2629,q976,9936
2630,q3777,9935
2631,q3527,9928
2632,q3526,9926
2633,q3525,9925
2634,q6413,9921
2635,q1067,9917
2636,q5860,9915
2637,q6772,9908
2638,q1016,9907
2639,q252,9907
2640,q6867,9906
2641,q6868,9903
2642,q1184,9903
2643,q6769,9902
2644,q6936,9901
2645,q6771,9900
2646,q6865,9897
2647,q6866,9897
2648,q6770,9897
2649,q6935,9897
2650,q6934,9896
2651,q6933,9893
2652,q189,9887
2653,q6197,9885
2654,q3694,9882
2655,q359,9874
2656,q6550,9871
2657,q529,9869
2658,q8844,9869
2659,q670,9866
2660,q827,9864
2661,q638,9861
2662,q6106,9857
2663,q6448,9854
2664,q301,9852
2665,q3963,9849
2666,q5459,9847
2667,q5596,9846
2668,q922,9833
2669,q6754,9831
2670,q6038,9829
2671,q720,9828
2672,q231,9827
2673,q904,9825
2674,q1006,9821
2675,q4760,9820
2676,q4102,9817
2677,q975,9813
2678,q5475,9812
2679,q1058,9805
2680,q5897,9804
2681,q6198,9804
2682,q793,9801
2683,q5704,9796
2685,q8173,9794
2684,q8382,9794
2686,q1158,9788
2687,q3674,9787
2688,q5640,9786
2689,q2429,9786
2690,q2428,9785
2691,q2427,9782
2692,q3278,9781
2693,q5519,9781
2694,q8724,9779
2695,q7635,9776
2696,q7636,9775
2697,q3276,9772
2698,q3277,9772
2699,q1199,9771
2700,q4733,9770
2701,q4255,9769
2702,q1060,9766
2703,q1577,9763
2704,q6033,9763
2705,q9451,9762
2706,q1576,9758
2707,q1575,9757
2708,q5530,9753
2709,q5438,9736
2710,q597,9735
2711,q4310,9728
2712,q96,9728
2713,q4076,9727
2714,q559,9725
2715,q566,9721
2716,q5987,9713
2717,q986,9708
2718,q4252,9705
2719,q452,9704
2720,q5314,9703
2721,q8109,9698
2722,q534,9686
2723,q6481,9685
2724,q1626,9683
2725,q9826,9682
2726,q1627,9681
2727,q797,9681
2728,q1628,9677
2729,q678,9675
2730,q8599,9674
2731,q642,9670
2732,q106,9670
2733,q884,9667
2734,q3668,9665
2735,q1868,9662
2736,q417,9661
2737,q683,9655
2738,q5051,9655
2739,q1867,9654
2740,q8600,9653
2741,q1866,9653
2742,q5435,9642
2743,q4080,9637
2744,q446,9635
2745,q242,9632
2746,q2527,9625
2747,q2528,9624
2748,q2526,9623
2749,q5068,9621
2750,q5258,9609
2751,q5957,9603
2752,q717,9603
2753,q1281,9600
2754,q7461,9598
2755,q7464,9597
2756,q7460,9596
2757,q7463,9596
2758,q1230,9595
2759,q7462,9592
2760,q549,9591
2761,q1300,9588
2762,q4758,9582
2764,q8729,9579
2765,q9546,9579
2763,q4440,9579
2766,q48,9568
2767,q3690,9567
2768,q5858,9562
2769,q2740,9552
2770,q781,9552
2771,q227,9548
2772,q2741,9548
2773,q2739,9546
2775,q7829,9545
2774,q7830,9545
2777,q7828,9543
2778,q6054,9543
2776,q7827,9543
2779,q7826,9541
2780,q1594,9529
2781,q4230,9526
2782,q625,9525
2783,q1595,9524
2784,q3829,9524
2787,q225,9519
2785,q1593,9519
2786,q10321,9519
2788,q530,9516
2789,q5510,9510
2790,q5815,9507
2791,q120,9507
2792,q926,9506
2793,q6447,9499
2794,q974,9493
2795,q3990,9490
2796,q7062,9489
2798,q1382,9488
2797,q886,9488
2799,q198,9487
2800,q7061,9484
2801,q7063,9484
2802,q7060,9483
2803,q130,9483
2804,q7059,9482
2805,q6025,9476
2806,q850,9474
2807,q8806,9473
2808,q100,9471
2809,q6114,9464
2810,q3847,9462
2811,q999,9460
2812,q5456,9460
2813,q4877,9460
2814,q1029,9459
2816,q5698,9458
2815,q2399,9458
2817,q6545,9457
2818,q595,9456
2819,q8085,9453
2820,q572,9451
2821,q3775,9450
2822,q2397,9450
2823,q2398,9450
2824,q6145,9449
2825,q6075,9447
2826,q9721,9446
2827,q1625,9441
2828,q658,9441
2829,q4795,9438
2830,q1624,9438
2831,q9600,9438
2832,q5855,9437
2833,q1623,9436
2834,q2969,9436
2835,q2967,9435
2836,q2968,9434
2837,q861,9433
2838,q4739,9433
2839,q9829,9432
2840,q6759,9431
2841,q1147,9431
2842,q3710,9430
2843,q659,9426
2845,q4511,9424
2844,q6,9424
2846,q4906,9422
2847,q1039,9421
2848,q5283,9419
2849,q540,9416
2850,q8831,9416
2851,q5376,9411
2852,q1073,9400
2853,q532,9398
2854,q395,9391
2855,q9818,9380
2856,q753,9378
2857,q719,9376
2858,q1014,9374
2859,q114,9366
2860,q1381,9363
2861,q204,9363
2862,q1165,9362
2863,q5968,9357
2864,q107,9354
2865,q167,9353
2866,q8852,9352
2867,q6679,9348
2868,q5465,9348
2869,q6680,9348
2870,q68,9347
2871,q6678,9347
2872,q6677,9347
2873,q889,9343
2874,q376,9339
2875,q5524,9336
2876,q5366,9330
2877,q8216,9328
2878,q8212,9327
2879,q8214,9326
2880,q8213,9325
2881,q8809,9325
2882,q8215,9324
2883,q582,9322
2885,q1378,9320
2886,q6816,9320
2884,q6814,9320
2887,q6813,9319
2888,q6815,9319
2889,q8667,9318
2890,q4240,9312
2891,q5121,9297
2892,q3780,9294
2893,q6216,9293
2896,q614,9292
2895,q290,9292
2894,q2507,9292
2897,q2199,9290
2898,q2201,9290
2899,q2200,9288
2900,q6118,9288
2901,q2506,9283
2902,q9813,9281
2903,q2505,9279
2904,q777,9266
2905,q182,9256
2906,q4364,9254
2907,q6057,9248
2908,q471,9246
2909,q671,9232
2910,q1565,9232
2911,q1563,9230
2914,q1564,9228
2915,q4488,9228
2913,q2754,9228
2912,q2755,9228
2916,q2756,9226
2917,q780,9221
2918,q6548,9218
2919,q8111,9217
2920,q929,9216
2921,q6181,9215
2922,q5623,9207
2923,q9819,9203
2924,q498,9198
2925,q55,9196
2926,q1276,9192
2927,q3790,9191
2928,q896,9191
2929,q604,9182
2930,q4111,9176
2931,q1150,9174
2932,q4128,9173
2933,q1122,9167
2934,q9805,9162
2935,q8832,9161
2936,q3756,9153
2937,q8811,9148
2938,q6911,9145
2939,q4712,9145
2940,q6909,9142
2941,q6912,9141
2942,q4477,9141
2943,q6910,9139
2944,q828,9136
2945,q599,9130
2946,q1018,9126
2947,q2441,9120
2948,q224,9120
2949,q9424,9116
2950,q852,9112
2951,q2440,9111
2952,q6030,9106
2953,q8835,9104
2955,q1042,9103
2954,q2439,9103
2956,q6205,9102
2957,q8838,9099
2958,q8597,9093
2959,q3317,9092
2960,q3315,9092
2961,q3316,9089
2962,q4577,9086
2963,q1113,9080
2964,q2588,9076
